Bassett, Richard 
Woodcock, David 
Woods, John 
Wright, John Crafts
Young, William Singleton
Burnet, Jacob 
Iredell, James 
Prince, Oliver Hillhouse
Jackson, Andrew 
Alston, Willis 
Arnold, Benedict 
Bailey, John 
Barbour, Philip Pendleton
Bartley, Mordecai 
Baylor, Robert Emmett Bledsoe
Beekman, Thomas 
Bell, Samuel 
Bibb, George Mortimer
Biddle, John 
Borst, Peter I.
Brown, Elias 
Butman, Samuel 
Clark, James 
Coleman, Nicholas Daniel
Cowles, Henry Booth
Craig, Hector 
Crocheron, Jacob 
Crowninshield, Benjamin Williams
De Witt, Charles Gerrit
Desha, Robert 
Dickerson, Mahlon 
Dickinson, John Dean
Dorsey, Clement 
Dudley, Charles Edward
Dudley, Edward Bishop
Dwight, Henry Williams
Eager, Samuel Watkins
Earll, Jonas 
Finch, Isaac 
Fisher, George 
Forward, Chauncey 
Frelinghuysen, Theodore 
Fry, Joseph 
Goodenow, John Milton
Green, Innis 
Gurley, Henry Hosford
Halsey, Jehiel Howell
Harvey, Jonathan 
Hawkins, Joseph 
Hayne, Robert Young
Hemphill, Joseph 
Hinds, Thomas 
Holmes, Gabriel 
Holmes, John 
Ingham, Samuel Delucenna
Irwin, Thomas 
Jennings, Jonathan 
Johns, Kensey 
Kincaid, John 
King, Perkins 
Lea, Pryor 
Leiper, George Gray
Livingston, Edward 
Magee, John 
Marr, Alem 
Martin, William Dickinson
Maxwell, Thomas 
McCreery, William 
McLean, John 
Miller, Daniel H.
Monell, Robert 
Norton, Ebenezer Foote
Overton, Walter Hampden
Pettis, Spencer Darwin
Pierson, Isaac 
Powers, Gershom 
Reed, Thomas Buck
Richardson, Joseph 
Ripley, James Wheelock
Rose, Robert Selden
Sanford, Jonah 
Scott, John 
Shields, James 
Sill, Thomas Hale
Silsbee, Nathaniel 
Smyth, Alexander 
Spencer, Ambrose 
Spencer, Richard 
Sprague, Peleg 
Sprigg, Michael Cresap
Sterigere, John Benton
Storrs, Henry Randolph
Strong, James 
Swan, Samuel 
Tazewell, Littleton Waller
Test, John 
Trezvant, James 
Troup, George Michael
Tucker, Starling 
Varnum, John 
Wilson, Ephraim King
Wingate, Joseph Ferdinand
Wolf, George 
Yancey, Joel 
Adams, Robert Huntington
Baker, David Jewett
Poindexter, George 
Adair, John 
Alexander, Mark 
Allen, Robert 
Allison, Robert 
Anderson, John 
Angel, William G.
Armstrong, William 
Babcock, William 
Barbour, John Strode
Barstow, Gamaliel Henry
Bates, James 
Bergen, John Teunis
Bethune, Lauchlin 
Bouck, Joseph 
Branch, John 
Brodhead, John 
Bucher, John Conrad
Buckner, Alexander 
Cahoon, William 
Carson, Samuel Price
Chambers, Ezekiel Forman
Chandler, Thomas 
Coke, Richard 
Collier, John Allen
Condict, Lewis 
Condit, Silas 
Cooke, Bates 
Cooke, Eleutheros 
Cooper, Richard Matlack
Crawford, Thomas Hartley
Creighton, William 
Dallas, George Mifflin
Daniel, Henry 
Dayan, Charles 
Dearborn, Henry Alexander Scammell
Dewart, Lewis 
Doddridge, Philip 
Draper, Joseph 
Drayton, William 
Evans, Joshua 
Findlay, James 
Fitzgerald, William 
Ford, James 
Forsyth, John 
Gaither, Nathan 
Gilmore, John 
Hall, William 
Hammons, Joseph 
Hanna, Robert 
Hendricks, William 
Hill, Isaac 
Hodges, James Leonard
Hoffman, Michael 
Hogan, William 
Holland, Cornelius 
Horn, Henry 
Hughes, Thomas Hurst
Hunt, Jonathan 
Ihrie, Peter 
Ingersoll, Ralph Isaacs
Irvin, William W.
Isacks, Jacob C.
Jewett, Freeborn Garrettson
Johnston, Charles Clement
Johnston, Josiah Stoddard
Kane, Elias Kent
Kendall, Joseph Gowing
King, Adam 
King, John 
Lamar, Henry Graybill
Lecompte, Joseph 
Lent, James 
Mallary, Rollin Carolas
Marcy, William Learned
Maxwell, Lewis 
McCoy, Robert 
McCoy, William 
Miller, Stephen Decatur
Mitchell, George Edward
Mitchell, Thomas Rothmaler
Moore, Gabriel 
Nelson, Jeremiah 
Newnan, Daniel 
Newton, Thomas 
Nuckolls, William Thompson
Pendleton, Edmund Henry
Pitcher, Nathaniel 
Potter, Robert 
Ramsey, William 
Randolph, James Fitz
Reed, Edward Cambridge
Roane, John Jones
Root, Erastus 
Semmes, Benedict Joseph
Smith, Samuel A.
Soule, Nathan 
Southard, Isaac 
Stanbery, William 
Stephens, Philander 
Taylor, John W.
Thompson, Wiley 
Tomlinson, Gideon 
Tracy, Phineas Lyman
Verplanck, Gulian Crommelin
Waggaman, George Augustus
Weeks, John Wingate
Wheeler, Grattan Henry
Wilkin, Samuel Jones
Wing, Austin Eli
Tipton, John 
Black, John 
Adams, John 
Allen, John James
Barber, Noyes 
Barnitz, Charles Augustus
Barringer, Daniel Laurens
Baylies, William 
Beaty, Martin 
Bell, James Martin
Binney, Horace 
Blair, James 
Blair, John 
Bodle, Charles 
Bouldin, Thomas Tyler
Bull, John 
Burd, George 
Burges, Tristam 
Cage, Harry 
Carmichael, Richard Bennett
Chilton, Thomas 
Chinn, Joseph William
Clayton, Augustin Smith
Coulter, Richard 
Crockett, David 
Davenport, Thomas 
Davis, Amos 
Day, Rowland 
Deming, Benjamin F.
Dennis, Littleton Purnell
Dickson, John 
Duncan, Joseph 
Ellsworth, William Wolcott
Felder, John Myers
Foot, Samuel Augustus
Fulton, John Hall
Gholson, James Herbert
Gilmer, George Rockingham
Gordon, William Fitzhugh
Gorham, Benjamin 
Hall, Thomas H.
Halsey, Nicoll 
Harper, Joseph Morrill
Hathaway, Samuel Gilbert
Heath, James P.
Howell, Edward 
Inge, William Marshall
Jackson, Ebenezer 
Johnson, Noadiah 
Kavanagh, Edward 
Kent, Joseph 
King, Henry 
Lawrence, Cornelius Van Wyck
Leavitt, Humphrey Howe
Letcher, Robert Perkins
Love, James 
Lyon, Chittenden 
Lytle, Robert Todd
Mann, Joel Keith
Mardis, Samuel Wright
Marshall, Thomas Alexander
Martindale, Henry Clinton
McIntire, Rufus 
McKean, Samuel 
McVean, Charles 
Miner, Phineas 
Mitchell, Henry 
Mitchell, Robert 
Moore, Samuel McDowell
Morgan, John Jordan
Morris, Thomas 
Murphy, John 
Naudain, Arnold 
Osgood, Gayton Pickman
Pierson, Job 
Plummer, Franklin E.
Pope, Patrick Hamilton
Porter, Alexander 
Randolph, John 
Robbins, Asher 
Selden, Dudley 
Shepley, Ether 
Singleton, Thomas Day
Slade, Charles 
Smith, Nathan 
Stevenson, Andrew 
Stoddert, John Truman
Swift, Benjamin 
Taylor, William Penn
Thomas, Philemon 
Tompkins, Christopher 
Tweedy, Samuel 
Van Houten, Isaac B.
Watmough, John Goddard
Whallon, Reuben 
Whittlesey, Frederick 
Wilde, Richard Henry
Wilson, Edgar Campbell
Young, Ebenezer 
Leigh, Benjamin Watkins
Allan, Chilton 
Anthony, Joseph Biles
Ash, Michael Woolston
Ashley, William Henry
Bailey, Jeremiah 
Banks, John 
Barton, Samuel 
Bean, Benning Moulton
Beaumont, Andrew 
Bockee, Abraham 
Bovee, Matthias Jacob
Brown, Bedford 
Brown, John W.
Bunch, Samuel 
Burns, Robert 
Campbell, Robert Blair
Chambers, George 
Chapin, Graham Hurd
Chetwood, William 
Claiborne, Nathaniel Herbert
Clark, William 
Coffee, John 
Cramer, John 
Crane, Joseph Halsey
Davis, Warren Ransom
Denny, Harmar 
Dickson, David 
Doubleday, Ulysses Freeman
Dunlap, William Claiborne
Efner, Valentine 
Ewing, William Lee Davidson
Farlin, Dudley 
Forester, John B.
Fowler, Samuel 
Fuller, Philo Case
Fuller, William Kendall
Gillet, Ransom Hooker
Goldsborough, Robert Henry
Grayson, William John
Hall, Joseph 
Hard, Gideon 
Hardin, Benjamin 
Harper, James 
Harrison, Samuel Smith
Hawes, Albert Gallatin
Hazeltine, Abner 
Henderson, Joseph 
Hiester, William 
Hoar, Samuel 
Howell, Elias 
Hubbard, Henry 
Huntington, Abel 
Huntsman, Adam 
Jackson, William 
Janes, Henry Fisk
Jarvis, Leonard 
Johnson, Richard Mentor
Jones, Benjamin 
Judson, Andrew Thompson
Kennon, William 
King, John Pendleton
Kinnard, George L.
Knight, Nehemiah Rice
Lane, Amos 
Lansing, Gerrit Yates
Laporte, John 
Lay, George Washington
Lea, Luke 
Lee, Gideon 
Lee, Joshua 
Lee, Thomas 
Love, Thomas Cutting
Loyall, George 
Lucas, Edward 
Mann, Abijah 
Manning, Richard Irvine
Mason, John Young
Mason, Moses 
Mason, William 
McCarty, Johnathan 
McComas, William 
McLene, Jeremiah 
Miller, Jesse 
Miller, Rutger Bleecker
Page, Sherman 
Parker, James 
Parks, Gorham 
Patterson, William 
Pearce, Dutee Jerauld
Pearson, John James
Pettigrew, Ebenezer 
Peyton, Balie 
Pinckney, Henry Laurens
Reynolds, Joseph 
Roane, John 
Robinson, John McCracken
Ruggles, John 
Sanford, John W.A.
Schenck, Ferdinand Schureman
Schley, William 
Seymour, William 
Shepard, William Biddle
Shinn, William Norton
Sickles, Nicholas 
Sloane, Jonathan 
Spangler, David 
Steele, John Nevett
Storer, Bellamy 
Sutherland, Joel Barlow
Terrell, James C.
Thomson, John 
Turner, James 
Turrill, Joel 
Wall, Garret Dorset
Wardwell, Daniel 
Washington, George Corbin
Wayne, James Moore
White, Campbell Patrick
White, Hugh Lawson
White, Joseph M.
Wildman, Zalmon 
Dana, Judah 
Nicholas, Robert Carter
Page, John 
Parker, Richard Elliott
Spence, John Selby
Strange, Robert 
Van Buren, Martin 
Alexander, James 
Allen, Heman 
Andrews, John Tuttle
Beers, Cyrus 
Bicknell, Bennet 
Birdsall, Samuel 
Boon, Ratliff 
Bouldin, James Wood
Brodhead, John Curtis
Bronson, Isaac Hopkins
Bruyn, Andrew DeWitt
Buchanan, Andrew 
Calhoon, John 
Cambreleng, Churchill Caldom
Carter, Timothy Jarvis
Chambers, John 
Chaney, John 
Cheatham, Richard 
Cilley, Jonathan 
Claiborne, John Francis Hamtramck
Clay, Clement Comer
Cleveland, Jesse Franklin
Clowney, William Kennedy
Coffin, Charles Dustin
Cushman, Samuel 
Cuthbert, Alfred 
Darlington, Edward 
De Graff, John Isaac
Dunn, George Hedford
Edwards, John 
Ewing, John 
Farrington, James 
Fletcher, Richard 
Fry, Jacob 
Gallup, Albert 
Gholson, Samuel Jameson
Glascock, Thomas 
Graham, William 
Grant, Abraham Phineas
Grantland, Seaton 
Gray, Hiram 
Grennell, George 
Haley, Elisha 
Hamer, Thomas Lyon
Harlan, James 
Harper, Francis Jacob
Haynes, Charles Eaton
Herod, William 
Holsey, Hopkins 
Holt, Orrin 
Howard, Benjamin Chew
Hubley, Edward Burd
Hunter, William H.
Ingham, Samuel 
Jackson, Jabez Young
Kilgore, Daniel 
Klingensmith, John 
Lawler, Joab 
Legaré, Hugh Swinton
Linn, Lewis Fields
Logan, Henry 
Loomis, Andrew Williams
Loomis, Arphaxed 
Lumpkin, Wilson 
Lyon, Francis Strother
Martin, Joshua Lanier
Maury, Abram Poindexter
May, William L.
McKim, Isaac 
McKinley, John 
Menefee, Richard Hickman
Milligan, John Jones
Moore, Ely 
Morgan, William Stephen
Morris, Mathias 
Mouton, Alexander 
Muhlenberg, Henry Augustus Philip
Murray, John L.
Noble, William Henry
Norvell, John 
Noyes, Joseph Cobham
Owens, George Welshman
Palmer, John 
Parker, Amasa Junius
Patterson, William 
Patton, John Mercer
Phelps, Lancelot 
Phillips, Stephen Clarendon
Potts, "David "
Prentiss, Samuel 
Prentiss, Seargent Smith
Preston, William Campbell
Reily, Luther 
Richardson, John Peter
Roane, William Henry
Robertson, John 
Robinson, Edward 
Rumsey, Edward 
Sawyer, Samuel Tredwell
Sheffer, Daniel 
Shepler, Matthias 
Shields, Ebenezer J.
Sibley, Mark Hopkins
Smith, Francis Ormand Jonathan
Smith, Oliver Hampton
Smith, Perry 
Snyder, Adam Wilson
Southgate, William Wright
Spencer, James Bradley
Standifer, James Israel
Stone, William 
Stuart, Archibald 
Taylor, William 
Titus, Obadiah 
Vail, Henry 
Vanderveer, Abraham 
Webster, Taylor 
Weeks, Joseph 
Whittlesey, Elisha 
Whittlesey, Thomas Tucker
Word, Thomas Jefferson
Young, Richard Montgomery
Merrick, William Duhurst
Trotter, James Fisher
Williams, Thomas Hickman
Allen, John William
Allen, Judson 
Alvord, James Church
Anderson, Hugh Johnston
Anderson, Simeon H.
Beatty, William 
Beirne, Andrew 
Betts, Thaddeus 
Biddle, Richard 
Bond, William Key
Brackenridge, Henry Marie
Brown, Anson 
Bynum, Jesse Atherton
Carr, John 
Carroll, James 
Carter, William Blount
Chapman, William Williams
Chinn, Thomas Withers
Connor, Henry William
Cooper, William Raworth
Crabb, George Whitfield
Craig, Robert 
Crary, Isaac Edwin
Crockett, John Wesley
Curtis, Edward 
Davee, Thomas 
Davies, Edward 
Davis, John 
De La Montanya, James 
Dennis, John 
Dickerson, Philemon 
Dixon, Nathan Fellows
Doe, Nicholas Bartlett
Downing, Charles 
Earll, Nehemiah Hezekiah
Ely, John 
Fine, John 
Fisher, Charles 
Fletcher, Isaac 
Galbraith, John 
Garland, James 
Garland, Rice 
Graves, William Jordan
Griffin, John King
Grinnell, Moses Hicks
Grundy, Felix 
Hammond, Robert Hanna
Hand, Augustus Cincinnatus
Harrison, Albert Galliton
Hawes, Richard 
Hawkins, Micajah Thomas
Henderson, John 
Hill, John 
Hill, John 
Hillen Solomon, Solomon 
Hoffman, Josiah Ogden
Holleman, Joel 
Holt, Hines 
Howard, Tilghman Ashurst
Jackson, Thomas Birdsall
Jenifer, Daniel 
Johnston, Charles 
Jones, Nathaniel 
Kemble, Gouverneur 
Kempshall, Thomas 
Kille, Joseph 
Lawrence, Abbott 
Leadbetter, Daniel Parkhurst
Leet, Isaac 
Leonard, Stephen Banks
Mallory, Meredith 
Marvin, Richard Pratt
McCarty, William Mason
McClure, Charles 
McCulloch, George 
Mercer, Charles Fenton
Mitchell, Charles F.
Monroe, James 
Montgomery, William 
Morris, Samuel Wells
Naylor, Charles 
Palen, Rufus 
Parris, Virgil Delphini
Paynter, Lemuel 
Peck, Luther Christopher
Petrikin, David 
Potter, William Wilson
Prentiss, John Holmes
Ramsey, William Sterrett
Rariden, James 
Reed, John 
Ripley, Eleazar Wheelock
Rives, Francis Everod
Robinson, Thomas 
Rogers, Edward 
Russell, David Abel
Ryall, Daniel Bailey
Samuels, Green Berry
Shepard, Charles Biddle
Smith, Albert 
Smith, John 
Southard, Samuel Lewis
Storrs, William Lucius
Strong, Theron Rudd
Swearingen, Henry 
Tallmadge, Nathaniel Pitcher
Tappan, Benjamin 
Taylor, Jonathan 
Thompson, Waddy 
Vanderpoel, Aaron 
Vroom, Peter Dumont
Wagener, David Douglas
Wagner, Peter Joseph
Williams, Reuel 
Williams, Sherrod 
Worthington, John Tolley Hood
Anderson, Alexander Outlaw
Graham, William Alexander
Porter, Augustus Seymour
Harrison, William Henry
Tyler, John 
Alford, Julius Caesar
Allen, Elisha Hunt
Andrews, Landaff Watson
Andrews, Sherlock James
Appleton, Nathan 
Archer, William Segar
Arnold, Thomas Dickens
Aycrigg, John Bancker
Babcock, Alfred 
Banks, Linn 
Barrow, Alexander 
Barton, Richard Walker
Bates, Isaac Chapman
Bayard, Richard Henry
Beeson, Henry White
Birdseye, Victory 
Black, Henry 
Blair, Bernard 
Boardman, William Whiting
Borden, Nathaniel Briggs
Bowne, Samuel Smith
Brewster, David P.
Briggs, George Nixon
Brockway, John Hall
Bronson, David 
Butler, Sampson Hale
Butler, William 
Butler, William Orlando
Caldwell, Greene Washington
Caldwell, Patrick Calhoun
Calhoun, William Barron
Campbell, Thomas Jefferson
Caruthers, Robert Looney
Cary, George Booth
Casey, Zadok 
Childs, Timothy 
Chittenden, Thomas Cotton
Choate, Rufus 
Clark, John Chamberlain
Clarke, Staley Nichols
Clayton, Thomas 
Clifford, Nathan 
Cowen, Benjamin Sprague
Cravens, James Harrison
Crawford, George Walker
Cushing, Caleb 
Dimock, Davis 
Doan, William 
Doig, Andrew Wheeler
Eastman, Ira Allen
Edwards, John 
Edwards, John Cummins
Egbert, Joseph 
Evans, George 
Everett, Horace 
Ferris, Charles Goadsby
Floyd, Charles Albert
Fornance, Joseph 
Foster, A. Lawrence
Foster, Thomas Flournoy
Fulton, William Savin
Gamble, Roger Lawson
Gates, Seth Merrill
Gerry, James 
Goode, Patrick Gaines
Granger, Francis 
Greig, John 
Gustine, Amos 
Habersham, Richard Wylly
Hall, Hiland 
Halstead, William 
Harris, William Alexander
Hastings, John 
Hastings, William Soden
Hays, Samuel Lewis
Henry, Thomas 
Hook, Enos 
Houck, Jacob 
Hunt, Hiram Paine
Irwin, William Wallace
Jack, William 
James, Francis 
Johnson, William Cost
Jones, Isaac Dashiell
Keim, George May
Kerr, John Leeds
Lawrence, Joseph 
Lincoln, Levi 
Linn, Archibald Ladley
Lowell, Joshua Adams
Mallory, Francis 
Marchand, Albert Gallatin
Marshall, Alfred 
Marshall, Thomas Francis
Mason, John Thomson
Mason, Samson 
Mathiot, Joshua 
Mattocks, John 
Maxwell, John Patterson Bryan
Maynard, John 
McClellan, Abraham 
McClellan, Robert 
McKennan, Thomas McKean Thompson
McKeon, John 
McRoberts, Samuel 
Medill, William 
Meriwether, James A.
Miller, John 
Mitchell, Anderson 
Morehead, James Turner
Morgan, Christopher 
Morris, Calvary 
Morrow, Jeremiah 
Newhard, Peter 
Nisbet, Eugenius Aristides
Ogle, Charles 
Oliver, William Morrison
Osborne, Thomas Burr
Owsley, Bryan Young
Partridge, Samuel 
Pendleton, Nathanael Greene
Pickens, Francis Wilkinson
Plumer, Arnold 
Pope, John 
Powell, Cuthbert 
Proffit, George H.
Ramsey, Robert 
Randall, Alexander 
Randall, Benjamin 
Randolph, Joseph Fitz
Rencher, Abraham 
Reynolds, John 
Ridgway, Joseph 
Riggs, Lewis 
Rives, William Cabell
Rogers, James 
Roosevelt, James I.
Russell, James McPherson
Russell, William 
Saltonstall, Leverett 
Sanford, John 
Sergeant, John 
Sewall, Charles S.
Shaw, Tristram 
Shields, Benjamin Glover
Simonton, William 
Slade, William 
Snyder, John 
Sprigg, James Cresap
Stokely, Samuel 
Stratton, Charles Creighton
Stuart, Alexander Hugh Holmes
Sumter, Thomas De Lage
Sweeny, George 
Taliaferro, John 
Tillinghast, Joseph Leonard
Toland, George Washington
Tomlinson, Thomas Ash
Triplett, Philip 
Trotti, Samuel Wilds
Trumbull, Joseph 
Van Buren, John 
Van Rensselaer, Henry Bell
Walker, Robert John
Wallace, David 
Ward, Aaron 
Warren, Lott 
Washington, William Henry
Watterson, Harvey Magee
Westbrook, John 
White, Edward Douglass
White, Joseph Livingston
Williams, James Wray
Williams, Joseph Lanier
Williams, Lewis 
Williams, Thomas Wheeler
Woodbridge, William 
Woodbury, Levi 
Yorke, Thomas Jones
Young, Augustus 
Young, John 
Crafts, Samuel Chandler
McDuffie, George 
Sprague, William 
Wilcox, Leonard 
Allen, William 
Arrington, Archibald Hunter
Ashe, John Baptista
Bagby, Arthur Pendleton
Baker, Osmyn 
Barnard, Daniel Dewey
Beardsley, Samuel 
Belser, James Edwin
Bidlack, Benjamin Alden
Black, Edward Junius
Blackwell, Julius W.
Bossier, Pierre Jean Baptiste Evariste
Bower, Gustavus Miller
Breese, Sidney 
Brengle, Francis 
Brinkerhoff, Henry Roelif
Brown, Aaron Venable
Brown, Jeremiah 
Burke, Edmund 
Burnell, Barker 
Campbell, John 
Carpenter, Levi D.
Cary, Jeremiah Eaton
Cary, Shepard 
Catlin, George Smith
Causin, John M. S.
Chappell, Absalom Harris
Chilton, Samuel 
Clinch, Duncan Lamont
Clinton, James Graham
Coles, Walter 
Colquitt, Walter Terry
Cooper, Mark Anthony
Cross, Edward 
Dana, Amasa 
Davis, Richard David
Dean, Ezra 
Dellet, James 
Dickinson, David W.
Duncan, Alexander 
Ellis, Chesselden 
Elmer, Lucius Quintius Cincinnatus
Farlee, Isaac Gray
Florence, Elias 
Foster, Ephraim Hubbard
Frick, Henry 
Fuller, George 
Gilmer, Thomas Walker
Green, Byram 
Green, Willis 
Hamlin, Edward Stowe
Hammett, William Henry
Hannegan, Edward Allen
Hardin, John J.
Hays, Samuel 
Haywood, William Henry
Herrick, Joshua 
Hubbell, William Spring
Huger, Daniel Elliott
Hughes, James Madison
Irvin, James 
Jarnagin, Spencer 
Jenks, Michael Hutchinson
Johnson, Cave 
Johnson, Perley Brown
Jones, John Winston
Kennedy, John Pendleton
Kirkpatrick, Littleton 
La Branche, Alcée Louis
Lamar, John Basil
Leonard, Moses Gage
Lucas, William 
Lyon, Lucius 
Mathews, James 
McCauslen, William Cochran
Millen, John 
Moore, Heman Allen
Newton, Willoughby 
Niles, John Milton
Parmenter, William 
Patterson, Thomas J.
Potter, Elisha Reynolds
Pratt, Zadock 
Preston, Jacob Alexander
Purdy, Smith Meade
Rayner, Kenneth 
Read, Almon Heath
Reding, John Randall
Reed, Charles Manning
Robinson, Orville 
Rodney, George Brydges
Rogers, Charles 
Russell, Jeremiah 
Sample, Samuel Caldwell
Saunders, Romulus Mitchell
Semple, James 
Senter, William Tandy
Sevier, Ambrose Hundley
Seymour, Thomas Hart
Simons, Samuel 
Smith, John T.
Spence, Thomas Ara
Steenrod, Lewis 
Stetson, Lemuel 
Stewart, John 
Stiles, William Henry
Stone, Alfred Parish
Strong, Selah Brewster
Summers, George William
Tucker, Tilghman Mayfield
Tyler, Asher 
Vanmeter, John Inskeep
Wethered, John 
White, Benjamin 
White, John 
Wilkins, William 
Williams, Henry 
Wise, Henry Alexander
Wright, Silas 
Dickinson, Daniel Stevens
Foster, Henry Allen
Francis, John Brown
Johnson, Henry 
Polk, James Knox
Anderson, Joseph Halstead
Arnold, Lemuel Hastings
Bell, Joshua Fry
Benton, Charles Swan
Black, James 
Brinkerhoff, Jacob 
Brockenbrough, William Henry
Brown, Milton 
Buffington, Joseph 
Campbell, John Hull
Campbell, William W.
Carroll, Charles Holker
Chalmers, Joseph Williams
Chapman, Augustus Alexandria
Chapman, Reuben 
Chipman, John Smith
Clark, Henry Selby
Collin, John Francis
Constable, Albert 
Cottrell, James La Fayette
Cranston, Henry Young
Cullom, Alvan 
Culver, Erastus Dean
Cunningham, Francis Alanson
Dargan, Edmund Strother
Darragh, Cornelius 
Davis, John Wesley
Dawson, John Bennett
Dayton, William Lewis
De Mott, John 
Dillingham, Paul 
Dix, John Adams
Dobbin, James Cochrane
Dunlap, Robert Pinckney
Ellett, Henry Thomas
Ellsworth, Samuel Stewart
Erdman, Jacob 
Ewing, Edwin Hickman
Ewing, John Hoge
Fairfield, John 
Garvin, William Swan
Giles, William Fell
Gordon, Samuel 
Graham, James 
Greene, Albert Collins
Grover, Martin 
Hastings, Serranus Clinton
Henry, John 
Herrick, Richard Platt
Hoge, Joseph Pendleton
Hough, William Jervis
Hubard, Edmund Wilcox
Hungerford, Orville 
Hunt, James Bennett
Huntington, Jabez Williams
Jenness, Benning Wentworth
Johnson, Joseph 
Jones, Seaborn 
Kennedy, Andrew 
Lawrence, John Watson
Leib, Owen D.
Lewis, Abner 
Long, Edward Henry Carroll
Martin, Barclay 
Martin, John Preston
Martin, Morgan Lewis
McClean, Moses 
McConnell, Felix Grundy
McCrate, John Dennis
McDaniel, William 
McDowell, Joseph Jefferson
McHenry, John Hardin
Miller, William Starr
Morris, Joseph 
Moseley, William Abbott
Moulton, Mace 
Newton, Thomas Willoughby
Niven, Archibald Campbell
Owen, Robert Dale
Parrish, Isaac 
Payne, William Winter
Pennybacker, Isaac Samuels
Perrill, Augustus Leonard
Perry, Thomas Johns
Peyton, Joseph Hopkins
Price, Sterling 
Rathbun, George Oscar
Relfe, James Hugh
Ripley, Thomas C.
Ritter, John 
Roberts, Robert Whyte
Runk, John 
Scamman, John Fairfield
